,alphabet,x,y
10862,stage,139.655885,35.717427
10863,stage,139.842130,35.667763
10864,stage,139.709067,35.629350
10865,stage,139.709124,35.738348
10866,stage,139.706700,35.742792
10867,stage,139.808058,35.772271
10868,stage,139.728438,35.741876
10869,stage,139.776933,35.693526
10870,stage,139.689354,35.631626
10871,stage,139.710341,35.670429
10872,stage,139.639710,35.623355
10873,stage,139.667012,35.675148
10874,stage,139.783240,35.737567
10875,stage,139.777936,35.697983
10876,stage,139.713575,35.787935
10877,stage,139.821865,35.709004
10878,stage,139.740444,35.559116
10879,stage,139.801646,35.694117
10880,stage,139.729629,35.709703
10881,stage,139.715480,35.614889
10882,stage,139.749240,35.754820
10883,stage,139.731939,35.579466
10884,stage,139.873518,35.644335
10885,stage,139.701579,35.786239
10886,stage,139.612943,35.711568
10887,stage,139.612943,35.711568
10888,stage,139.873518,35.644335
10889,stage,139.834924,35.779211
10890,stage,139.847139,35.767640
10891,stage,139.873518,35.644335
10892,stage,139.776937,35.671909
10893,stage,139.792593,35.688450
10894,stage,139.670026,35.618287
10895,stage,139.695807,35.731419
10896,stage,139.747481,35.737939
10897,stage,139.714098,35.720920
10898,stage,139.782191,35.684835
10899,stage,139.717331,35.628101
10900,stage,139.723123,35.690421
10901,stage,139.650518,35.692618
10902,stage,139.690970,35.680757
10903,stage,139.620976,35.757756
10904,stage,139.688752,35.720805
10905,stage,139.727018,35.595204
10906,stage,139.852763,35.720530
10907,stage,139.810940,35.666833
10908,stage,139.664603,35.637698
10909,stage,139.664603,35.637698
10910,stage,139.738203,35.726201
10911,stage,139.755239,35.709455
10912,stage,139.880194,35.738041
10913,stage,139.784686,35.676561
10914,stage,139.760009,35.730951
10915,stage,139.748747,35.614948
10916,stage,139.687168,35.622750
10917,stage,139.579716,35.731144
10918,stage,139.646665,35.725260
10919,stage,139.707770,35.635434
10920,stage,139.632639,35.614595
10921,stage,139.735460,35.669375
10922,stage,139.632639,35.614595
10923,stage,139.632639,35.614595
10924,stage,139.760009,35.730951
10925,stage,139.784686,35.676561
10926,stage,139.784686,35.676561
10927,stage,139.712062,35.743590
10928,stage,139.786483,35.707677
10929,stage,139.734381,35.650887
10930,stage,139.674509,35.688218
10931,stage,139.751694,35.651338
10932,stage,139.801509,35.765632
10933,stage,139.738576,35.735016
10934,stage,139.786500,35.683446
10935,stage,139.788406,35.792027
10936,stage,139.783679,35.682601
10937,stage,139.681637,35.688983
10938,stage,139.711043,35.727299
10939,stage,139.670468,35.692659
10940,stage,139.714098,35.720920
10941,stage,139.787644,35.725685
10942,stage,139.727932,35.570808
10943,stage,139.669214,35.700188
10944,stage,139.679336,35.699481
10945,stage,139.792501,35.703023
10946,stage,139.691120,35.654794
10947,stage,139.671455,35.655687
10948,stage,139.698006,35.794501
10949,stage,139.852763,35.720530
10950,stage,139.831241,35.713125
10951,stage,139.809024,35.648179
10952,stage,139.736365,35.573302
10953,stage,139.665353,35.641700
10954,stage,139.729647,35.587281
10955,stage,139.736881,35.637421
10956,stage,139.729629,35.709703
10957,stage,139.680057,35.694769
10958,stage,139.737808,35.646225
10959,stage,139.824712,35.758888
10960,stage,139.866369,35.674487
10961,stage,139.824712,35.758888
10962,stage,139.867190,35.660109
10963,stage,139.670734,35.695683
10964,stage,139.736945,35.709746
10965,stage,139.643779,35.608305
10966,stage,139.622318,35.640234
10967,stage,139.781233,35.730514
10968,stage,139.722866,35.629593
10969,stage,139.596319,35.635625
10970,stage,139.596319,35.635625
10971,stage,139.611045,35.618143
10972,stage,139.611045,35.618143
10973,stage,139.616252,35.750914
10974,stage,139.611045,35.618143
10975,stage,139.716110,35.719207
10976,stage,139.619417,35.727341
10977,stage,139.689648,35.673740
10978,stage,139.722866,35.629593
10979,stage,139.810229,35.697911
10980,stage,139.737360,35.584746
10981,stage,139.641611,35.678675
10982,stage,139.642950,35.727981
10983,stage,139.727932,35.570808
10984,stage,139.652139,35.645638
10985,stage,139.805621,35.779852
10986,stage,139.692932,35.636776
10987,stage,139.618624,35.621896
10988,stage,139.651957,35.638039
10989,stage,139.795032,35.700423
10990,stage,139.715608,35.553666
10991,stage,139.676336,35.783005
10992,stage,139.617121,35.706021
10993,stage,139.666211,35.688059
10994,stage,139.713575,35.787935
10995,stage,139.710462,35.618309
10996,stage,139.713575,35.787935
10997,stage,139.700196,35.724323
10998,stage,139.716026,35.542185
10999,stage,139.631916,35.699251
11000,stage,139.713796,35.712085
11001,stage,139.822377,35.691697
11002,stage,139.822377,35.691697
11003,stage,139.730913,35.577212
11004,stage,139.730214,35.713920
11005,stage,139.677849,35.574012
11006,stage,139.718337,35.561768
11007,stage,139.707875,35.693168
11008,stage,139.737808,35.646225
11009,stage,139.700596,35.764020
11010,stage,139.704690,35.758799
11011,stage,139.732558,35.605854
11012,stage,139.867190,35.660109
11013,stage,139.801593,35.762166
11014,stage,139.713575,35.787935
11015,stage,139.631019,35.678023
11016,stage,139.878852,35.772059
11017,stage,139.685558,35.692885
11018,stage,139.641037,35.724418
11019,stage,139.842478,35.707582
11020,stage,139.719527,35.594988
11021,stage,139.658514,35.611816
11022,stage,139.644227,35.615324
11023,stage,139.734573,35.590127
11024,stage,139.725243,35.717243
11025,stage,139.656511,35.614345
11026,stage,139.813430,35.776870
11027,stage,139.726069,35.613056
11028,stage,139.840078,35.742017
11029,stage,139.726069,35.613056
11030,stage,139.694942,35.644145
11031,stage,139.799479,35.668816
11032,stage,139.686825,35.657033
11033,stage,139.640133,35.602554
11034,stage,139.657127,35.695787
11035,stage,139.690970,35.680757
11036,stage,139.715008,35.726524
11037,stage,139.795838,35.717281
11038,stage,139.727063,35.729118
11039,stage,139.711043,35.727299
11040,stage,139.736031,35.596150
11041,stage,139.807760,35.688537
11042,stage,139.828917,35.682435
11043,stage,139.682289,35.788344
11044,stage,139.667698,35.673459
11045,stage,139.740858,35.656770
11046,stage,139.705822,35.726322
11047,stage,139.844073,35.761531
11048,stage,139.828917,35.682435
11049,stage,139.828917,35.682435
11050,stage,139.828917,35.682435
11051,stage,139.852763,35.720530
11052,stage,139.704095,35.569934
11053,stage,139.810001,35.700940
11054,stage,139.657613,35.594701
11055,stage,139.792709,35.708696
11056,stage,139.736692,35.696844
11057,stage,139.852138,35.672645
11058,stage,139.706066,35.675858
11059,stage,139.680326,35.703505
11060,stage,139.675271,35.648578
11061,stage,139.595187,35.732412
11062,stage,139.721105,35.657685
11063,stage,139.706700,35.742792
11064,stage,139.627719,35.641139
11065,stage,139.697204,35.713475
11066,stage,139.805182,35.721179
11067,stage,139.617267,35.674985
11068,stage,139.814859,35.724075
11069,stage,139.704690,35.758799
11070,stage,139.737127,35.551008
11071,stage,139.727301,35.722789
11072,stage,139.714956,35.693492
11073,stage,139.676336,35.783005
11074,stage,139.765922,35.705198
11075,stage,139.658421,35.699724
11076,stage,139.729250,35.573399
11077,stage,139.900025,35.700782
11078,stage,139.836518,35.741857
11079,stage,139.651552,35.594940
11080,stage,139.591891,35.748681
11081,stage,139.636944,35.770802
11082,stage,139.667698,35.673459
11083,stage,139.668483,35.652585
11084,stage,139.762548,35.727776
11085,stage,139.834949,35.783196
11086,stage,139.755095,35.759330
11087,stage,139.620976,35.757756
11088,stage,139.703878,35.729156
11089,stage,139.832085,35.789237
11090,stage,139.620976,35.757756
11091,stage,139.857311,35.730969
11092,stage,139.738669,35.595829
11093,stage,139.709554,35.718985
11094,stage,139.708546,35.759847
11095,stage,139.836518,35.741857
11096,stage,139.573302,35.753148
11097,stage,139.678924,35.724182
11098,stage,139.844073,35.761531
11099,stage,139.719032,35.709821
11100,stage,139.704863,35.592227
11101,stage,139.677562,35.577447
11102,stage,139.713322,35.780168
11103,stage,139.693020,35.562929
11104,stage,139.696299,35.773393
11105,stage,139.786842,35.734760
11106,stage,139.595912,35.654643
11107,stage,139.826197,35.711681
11108,stage,139.805789,35.766192
11109,stage,139.784136,35.797136
11110,stage,139.639708,35.735735
11111,stage,139.645697,35.701509
11112,stage,139.867804,35.711330
11113,stage,139.690240,35.717139
11114,stage,139.828332,35.759926
11115,stage,139.884191,35.682233
11116,stage,139.668060,35.637149
11117,stage,139.658908,35.665167
11118,stage,139.708546,35.759847
11119,stage,139.575155,35.725374
11120,stage,139.674611,35.585089
11121,stage,139.723404,35.596139
11122,stage,139.713041,35.708898
11123,stage,139.697185,35.576689
11124,stage,139.851898,35.668371
11125,stage,139.705288,35.596698
11126,stage,139.736163,35.757787
11127,stage,139.722489,35.572757
11128,stage,139.590530,35.724378
11129,stage,139.724481,35.779865
11130,stage,139.620901,35.669726
11131,stage,139.682645,35.575418
11132,stage,139.642352,35.648581
11133,stage,139.701579,35.786239
11134,stage,139.690240,35.717139
11135,stage,139.698913,35.757975
11136,stage,139.689288,35.581793
11137,stage,139.666309,35.719258
11138,stage,139.710776,35.699527
11139,stage,139.643767,35.716920
11140,stage,139.580983,35.721323
11141,stage,139.663333,35.702893
11142,stage,139.678924,35.724182
11143,stage,139.653350,35.680041
11144,stage,139.740471,35.777123
11145,stage,139.653100,35.632148
11146,stage,139.657312,35.649008
11147,stage,139.697392,35.569474
11148,stage,139.733390,35.571149
11149,stage,139.710158,35.741710
11150,stage,139.758429,35.727493
11151,stage,139.637878,35.643813
11152,stage,139.710158,35.741710
11153,stage,139.716650,35.765801
11154,stage,139.675082,35.677847
11155,stage,139.647784,35.707906
11156,stage,139.709067,35.629350
11157,stage,139.614213,35.641125
11158,stage,139.655858,35.720894
11159,stage,139.651552,35.594940
11160,stage,139.615669,35.647258
11161,stage,139.665353,35.641700
11162,stage,139.711986,35.560480
11163,stage,139.786483,35.707677
11164,stage,139.741413,35.747574
11165,stage,139.725500,35.725015
11166,stage,139.607625,35.695655
11167,stage,139.619380,35.708053
11168,stage,139.741945,35.709312
11169,stage,139.706779,35.772514
11170,stage,139.655875,35.665938
11171,stage,139.656504,35.714638
11172,stage,139.684309,35.563514
11173,stage,139.637878,35.643813
11174,stage,139.729250,35.573399
11175,stage,139.663333,35.702893
11176,stage,139.891538,35.736276
11177,stage,139.670133,35.720673
11178,stage,139.661301,35.676313
11179,stage,139.705024,35.560517
11180,stage,139.822377,35.691697
11181,stage,139.668913,35.733141
11182,stage,139.667366,35.712073
11183,stage,139.735197,35.778244
11184,stage,139.665586,35.601531
11185,stage,139.692759,35.753536
11186,stage,139.688822,35.638109
11187,stage,139.622318,35.640234
11188,stage,139.630965,35.684468
11189,stage,139.751651,35.732798
11190,stage,139.885646,35.739838
11191,stage,139.685377,35.780290
11192,stage,139.817372,35.695011
11193,stage,139.664170,35.695616
11194,stage,139.820340,35.738306
11195,stage,139.665353,35.641700
11196,stage,139.822419,35.699420
11197,stage,139.720995,35.720340
11198,stage,139.800703,35.772496
11199,stage,139.723063,35.725931
11200,stage,139.861074,35.656257
11201,stage,139.652352,35.688278
11202,stage,139.639622,35.611210
11203,stage,139.759525,35.745371
11204,stage,139.660577,35.727584
11205,stage,139.839730,35.757894
11206,stage,139.684309,35.563514
11207,stage,139.630423,35.778058
11208,stage,139.639622,35.611210
11209,stage,139.653803,35.744373
11210,stage,139.832129,35.772490
11211,stage,139.749477,35.563815
11212,stage,139.694870,35.657632
11213,stage,139.619417,35.727341
11214,stage,139.724519,35.619503
11215,stage,139.736881,35.637421
11216,stage,139.821010,35.730128
11217,stage,139.826063,35.770930
11218,stage,139.696567,35.719392
11219,stage,139.740447,35.757670
11220,stage,139.678250,35.596493
11221,stage,139.731396,35.590488
11222,stage,139.738094,35.601691
11223,stage,139.738094,35.601691
11224,stage,139.738094,35.601691
11225,green,139.779894,35.687931
11226,green,139.763162,35.737567
11227,green,139.783587,35.693024
11228,green,139.780462,35.671035
11229,green,139.747945,35.728732
11230,green,139.787026,35.691646
11231,green,139.717368,35.700183
11232,green,139.869630,35.654048
11233,green,139.771031,35.730395
11234,green,139.663322,35.644998
11235,green,139.746037,35.741770
11236,green,139.868606,35.694685
11237,green,139.782375,35.693636
11238,green,139.778699,35.691464
11239,green,139.759404,35.741641
11240,green,139.669258,35.789817
11241,green,139.788180,35.688027
11242,green,139.614213,35.641125
11243,green,139.685997,35.612845
11244,green,139.741212,35.649890
11245,green,139.758112,35.710117
11246,green,139.792402,35.721895
11247,green,139.780900,35.726600
11248,green,139.658958,35.739857
11249,green,139.797267,35.703738
11250,green,139.776403,35.676560
11251,green,139.781188,35.688584
11252,green,139.783599,35.691550
11253,green,139.767523,35.693464
11254,green,139.775610,35.665022
11255,green,139.714956,35.693492
11256,green,139.767983,35.811593
11257,green,139.789389,35.698720
11258,green,139.765604,35.690580
11259,green,139.728821,35.633709
11260,green,139.716267,35.688582
11261,green,139.797267,35.703738
11262,green,139.776124,35.780529
11263,green,139.710776,35.699527
11264,green,139.783679,35.682601
11265,green,139.656120,35.724688
11266,green,139.810940,35.666833
11267,green,139.873518,35.644335
11268,green,139.679794,35.686835
11269,green,139.708546,35.759847
11270,green,139.730211,35.649553
11271,green,139.823428,35.687179
11272,green,139.783599,35.691550
11273,green,139.740534,35.732670
11274,green,139.753717,35.658587
11275,green,139.857662,35.667416
11276,green,139.769189,35.693856
11277,green,139.579716,35.731144
11278,green,139.799545,35.684902
11279,green,139.729629,35.709703
11280,green,139.775610,35.665022
11281,green,139.687620,35.687540
11282,green,139.734410,35.728470
11283,green,139.664963,35.743419
11284,green,139.877889,35.665455
11285,green,139.759404,35.741641
11286,green,139.665797,35.684085
11287,green,139.698679,35.760830
11288,green,139.773532,35.671332
11289,green,139.783679,35.682601
11290,green,139.697507,35.587651
11291,green,139.829153,35.702829
11292,green,139.877889,35.665455
11293,green,139.784211,35.689545
11294,green,139.874942,35.653767
11295,green,139.708840,35.620915
11296,green,139.741946,35.739855
11297,green,139.870784,35.657707
11298,green,139.878767,35.654923
11299,green,139.863457,35.671553
11300,green,139.787026,35.691646
11301,green,139.871698,35.686477
11302,green,139.784211,35.689545
11303,green,139.783599,35.691550
11304,green,139.873758,35.670966
11305,green,139.786769,35.693487
11306,green,139.776514,35.730937
11307,green,139.866167,35.656491
11308,green,139.776477,35.674321
11309,green,139.841164,35.778755
11310,green,139.873758,35.670966
11311,green,139.868541,35.650102
11312,green,139.857233,35.683752
11313,green,139.657167,35.711153
11314,green,139.877366,35.661365
11315,green,139.730913,35.577212
11316,green,139.778567,35.677832
11317,green,139.713575,35.787935
11318,green,139.778699,35.691464
11319,green,139.800664,35.653798
11320,green,139.860670,35.660469
11321,green,139.869494,35.671374
11322,green,139.783599,35.691550
11323,green,139.778267,35.686858
11324,green,139.711301,35.614824
11325,green,139.711301,35.614824
11326,green,139.711301,35.614824
11327,green,139.772366,35.668618
11328,green,139.877889,35.665455
11329,green,139.789481,35.685222
11330,green,139.874942,35.653767
11331,green,139.873518,35.644335
11332,green,139.737127,35.551008
11333,green,139.737127,35.551008
11334,green,139.737127,35.551008
11335,green,139.874942,35.653767
11336,green,139.869244,35.758391
11337,green,139.776477,35.674321
11338,green,139.725425,35.639386
11339,green,139.773059,35.695815
11340,green,139.786769,35.693487
11341,green,139.863457,35.671553
11342,green,139.866592,35.666327
11343,green,139.879933,35.670968
11344,green,139.785293,35.744645
11345,green,139.789906,35.726598
11346,green,139.779661,35.690253
11347,green,139.693911,35.683222
11348,green,139.779661,35.690253
11349,green,139.869630,35.654048
11350,green,139.874942,35.653767
11351,green,139.727434,35.583287
11352,green,139.779661,35.690253
11353,green,139.792110,35.706996
11354,green,139.861004,35.689491
11355,green,139.656587,35.651201
11356,green,139.698729,35.702991
11357,green,139.739198,35.753074
11358,green,139.787644,35.725685
11359,green,139.787644,35.725685
11360,green,139.835355,35.687986
11361,green,139.602325,35.702151
11362,green,139.751694,35.651338
11363,green,139.793112,35.710324
11364,green,139.771341,35.739969
11365,green,139.822325,35.704637
11366,green,139.852136,35.746276
11367,green,139.825995,35.742950
11368,green,139.657549,35.654414
11369,green,139.755496,35.749528
11370,green,139.831897,35.767486
11371,green,139.676336,35.783005
11372,green,139.831897,35.767486
11373,green,139.831897,35.767486
11374,green,139.797730,35.749437
11375,green,139.645777,35.658003
11376,green,139.729195,35.601974
11377,green,139.720600,35.544964
11378,green,139.812102,35.694833
11379,green,139.687478,35.786689
11380,green,139.800518,35.717903
11381,green,139.866969,35.683900
11382,green,139.836644,35.696879
11383,green,139.695807,35.731419
11384,green,139.729195,35.601974
11385,green,139.857662,35.667416
11386,green,139.844999,35.735370
11387,green,139.660772,35.755631
11388,green,139.906202,35.694817
11389,green,139.860171,35.765699
11390,green,139.649539,35.645333
11391,green,139.852136,35.746276
11392,green,139.657127,35.695787
11393,green,139.870171,35.681948
11394,green,139.902376,35.685436
11395,green,139.806375,35.796447
11396,green,139.822325,35.704637
11397,green,139.756750,35.721600
11398,green,139.851199,35.744073
11399,green,139.870171,35.681948
11400,green,139.709795,35.695364
11401,green,139.902808,35.697803
11402,green,139.697809,35.600944
11403,green,139.797281,35.684826
11404,green,139.781432,35.784381
11405,green,139.788363,35.750119
11406,green,139.814938,35.707574
11407,green,139.868069,35.754601
11408,green,139.644179,35.708217
11409,green,139.852136,35.746276
11410,green,139.852136,35.746276
11411,green,139.827353,35.739525
11412,green,139.852052,35.733744
11413,green,139.651897,35.650359
11414,green,139.829020,35.780082
11415,green,139.832129,35.772490
11416,green,139.833559,35.770916
11417,green,139.669258,35.789817
11418,green,139.707295,35.609825
11419,green,139.805789,35.766192
11420,green,139.797811,35.740193
11421,green,139.786842,35.734760
11422,green,139.834924,35.779211
11423,green,139.834924,35.779211
11424,green,139.795375,35.751210
11425,green,139.806494,35.790538
11426,green,139.839345,35.783730
11427,green,139.832129,35.772490
11428,green,139.835222,35.797064
11429,green,139.859419,35.758190
11430,green,139.814732,35.772297
11431,green,139.833498,35.705689
11432,green,139.831897,35.767486
11433,green,139.841164,35.778755
11434,green,139.841665,35.703496
11435,green,139.804524,35.745027
11436,green,139.841935,35.773291
11437,green,139.841935,35.773291
11438,green,139.832610,35.745146
11439,green,139.854087,35.771376
11440,green,139.858032,35.775069
11441,green,139.814163,35.763724
11442,green,139.789046,35.766962
11443,green,139.837253,35.754662
11444,green,139.832027,35.757426
11445,green,139.797060,35.768341
11446,green,139.798090,35.757149
11447,green,139.704863,35.592227
11448,green,139.850646,35.781540
11449,green,139.798090,35.757149
11450,green,139.841775,35.754478
11451,green,139.788709,35.771742
11452,green,139.798090,35.757149
11453,green,139.844073,35.761531
11454,green,139.804417,35.772771
11455,green,139.797730,35.749437
11456,green,139.813430,35.776870
11457,green,139.843499,35.787173
11458,green,139.827353,35.739525
11459,green,139.827353,35.739525
11460,green,139.841969,35.768813
11461,green,139.827353,35.739525
11462,green,139.863222,35.782495
11463,green,139.812714,35.774083
11464,green,139.643143,35.781144
11465,green,139.808267,35.775434
11466,green,139.826063,35.770930
11467,green,139.722280,35.713928
11468,green,139.840078,35.742017
11469,green,139.819521,35.790927
11470,green,139.807018,35.731231
11471,green,139.839345,35.783730
11472,green,139.683720,35.712522
11473,green,139.683720,35.712522
11474,green,139.891538,35.736276
11475,green,139.867804,35.711330
11476,green,139.819152,35.796992
11477,green,139.854239,35.786321
11478,green,139.824996,35.792441
11479,green,139.834949,35.783196
11480,green,139.834325,35.789713
11481,green,139.819242,35.771768
11482,green,139.819521,35.790927
11483,green,139.837921,35.771717
11484,green,139.686589,35.602000
11485,green,139.834325,35.789713
11486,green,139.803278,35.753395
11487,green,139.799630,35.800512
11488,green,139.806494,35.790538
11489,green,139.832019,35.782042
11490,green,139.885646,35.739838
11491,green,139.801949,35.686279
11492,green,139.729889,35.638635
11493,green,139.809320,35.713316
11494,green,139.838744,35.787565
11495,green,139.849936,35.759915
11496,green,139.805576,35.761522
11497,green,139.837839,35.791125
11498,green,139.722747,35.731821
11499,green,139.799630,35.800512
11500,green,139.774363,35.735165
11501,green,139.671359,35.589326
11502,green,139.792502,35.742577
11503,green,139.837754,35.766668
11504,green,139.792709,35.708696
11505,green,139.819521,35.790927
11506,green,139.819242,35.771768
11507,green,139.832027,35.757426
11508,green,139.807797,35.803625
11509,green,139.857117,35.785637
11510,green,139.839342,35.761562
11511,green,139.791734,35.756114
11512,green,139.841935,35.773291
11513,green,139.856057,35.777659
11514,green,139.839342,35.761562
11515,green,139.726406,35.699274
11516,green,139.791734,35.756114
11517,green,139.789875,35.796069
11518,green,139.744898,35.731783
11519,green,139.845409,35.743997
11520,green,139.675112,35.734074
11521,green,139.826063,35.770930
11522,green,139.792827,35.737924
11523,green,139.833559,35.770916
11524,green,139.808763,35.807241
11525,green,139.842774,35.797245
11526,green,139.807797,35.803625
11527,green,139.863222,35.782495
11528,green,139.701012,35.593618
11529,green,139.819686,35.774982
11530,green,139.806156,35.706926
11531,green,139.839730,35.757894
11532,green,139.826795,35.767511
11533,green,139.628271,35.672753
11534,green,139.674194,35.729081
11535,green,139.812660,35.803676
11536,green,139.882064,35.739315
11537,green,139.717947,35.761045
11538,green,139.704060,35.741459
11539,green,139.834949,35.783196
11540,green,139.826063,35.770930
11541,green,139.617167,35.643090
11542,green,139.705598,35.647744
11543,green,139.596319,35.635625
11544,green,139.795441,35.791029
11545,green,139.863222,35.782495
11546,green,139.657127,35.695787
11547,green,139.839345,35.783730
11548,green,139.635940,35.740012
11549,green,139.800544,35.744983
11550,green,139.679012,35.767045
11551,green,139.841935,35.773291
11552,green,139.852701,35.695844
11553,green,139.873370,35.699489
11554,green,139.708546,35.759847
11555,green,139.852701,35.695844
11556,green,139.852701,35.695844
11557,green,139.851898,35.668371
11558,green,139.856849,35.781891
11559,green,139.839345,35.783730
11560,green,139.837762,35.736744
11561,green,139.789959,35.712972
11562,green,139.826866,35.775903
11563,green,139.772176,35.770022
11564,green,139.798530,35.700328
11565,green,139.875451,35.766807
11566,green,139.832129,35.772490
11567,green,139.767983,35.811593
11568,green,139.804524,35.745027
11569,green,139.787538,35.727547
11570,green,139.837253,35.754662
11571,green,139.728706,35.765061
11572,green,139.639708,35.735735
11573,green,139.835551,35.668823
11574,green,139.832027,35.757426
11575,green,139.754090,35.752174
11576,green,139.682353,35.597953
11577,green,139.829402,35.792802
11578,green,139.804232,35.694484
11579,green,139.826795,35.767511
11580,green,139.812714,35.774083
11581,green,139.737034,35.606461
11582,green,139.838226,35.775235
11583,green,139.826534,35.773905
11584,green,139.681637,35.688983
11585,green,139.803278,35.753395
11586,green,139.705155,35.749059
11587,green,139.667698,35.673459
11588,green,139.840946,35.765137
11589,green,139.719843,35.565696
11590,green,139.675963,35.695283
11591,green,139.679336,35.699481
11592,green,139.806674,35.700689
11593,green,139.711440,35.602353
11594,green,139.838844,35.672650
11595,green,139.687620,35.687540
11596,green,139.826063,35.770930
11597,green,139.826444,35.764004
11598,green,139.645003,35.625681
11599,green,139.826063,35.770930
11600,green,139.749240,35.754820
11601,green,139.857117,35.785637
11602,green,139.699185,35.710764
11603,green,139.658421,35.699724
11604,green,139.762937,35.704428
11605,green,139.756392,35.746460
11606,green,139.636848,35.608320
11607,green,139.724801,35.622652
11608,green,139.785780,35.703663
11609,green,139.782968,35.704290
11610,green,139.801407,35.747835
11611,green,139.595234,35.759800
11612,green,139.718008,35.664851
11613,green,139.809494,35.707934
11614,green,139.775381,35.709232
11615,green,139.804612,35.711774
11616,green,139.703825,35.696556
11617,green,139.836842,35.745974
11618,green,139.631332,35.774215
11619,green,139.649523,35.618809
11620,green,139.791163,35.683661
11621,green,139.826866,35.775903
11622,green,139.817372,35.695011
11623,green,139.631916,35.699251
11624,green,139.826063,35.770930
11625,green,139.632830,35.702180
11626,green,139.832129,35.772490
11627,green,139.835551,35.668823
11628,green,139.708197,35.583429
11629,green,139.826795,35.767511
11630,green,139.857662,35.667416
11631,green,139.857662,35.667416
11632,green,139.865021,35.704575
11633,green,139.838226,35.775235
11634,green,139.835124,35.794290
11635,green,139.696993,35.582366
11636,green,139.885369,35.744189
11637,green,139.669017,35.751486
11638,green,139.649367,35.742586
11639,green,139.797730,35.749437
11640,green,139.808738,35.677817
11641,green,139.663336,35.691411
11642,green,139.841969,35.768813
11643,green,139.720431,35.621038
11644,green,139.793112,35.710324
11645,green,139.779417,35.706598
11646,green,139.708081,35.553994
11647,green,139.839893,35.725927
11648,green,139.720431,35.621038
11649,green,139.706832,35.615709
11650,green,139.700563,35.569868
11651,green,139.704865,35.602850
11652,green,139.718094,35.755237
11653,green,139.720619,35.780738
11654,green,139.785411,35.793973
11655,green,139.782678,35.660441
11656,green,139.669765,35.649631
11657,green,139.815065,35.745585
11658,green,139.815065,35.745585
11659,green,139.700039,35.681885
11660,green,139.713322,35.780168
11661,green,139.679434,35.629712
11662,green,139.792861,35.681633
11663,green,139.819844,35.776999
11664,green,139.642379,35.636667
11665,green,139.826063,35.770930
11666,green,139.794229,35.673228
11667,green,139.713048,35.649659
11668,green,139.691256,35.585549
11669,green,139.728113,35.698878
11670,green,139.817372,35.695011
11671,green,139.857662,35.667416
11672,green,139.830018,35.670909
11673,green,139.653350,35.680041
11674,green,139.813446,35.691507
11675,green,139.830018,35.670909
11676,green,139.830018,35.670909
11677,green,139.620901,35.669726
11678,green,139.681938,35.611092
11679,green,139.810490,35.758779
11680,green,139.802622,35.727712
11681,green,139.829343,35.695719
11682,green,139.818147,35.768347
11683,green,139.804854,35.686267
11684,green,139.749553,35.723490
11685,green,139.825995,35.742950
11686,green,139.805576,35.761522
11687,green,139.713393,35.631970
11688,green,139.791734,35.756114
11689,green,139.800544,35.744983
11690,green,139.826063,35.770930
11691,green,139.834839,35.700503
11692,green,139.713575,35.787935
11693,green,139.676861,35.666035
11694,green,139.636184,35.612077
11695,green,139.676861,35.666035
11696,green,139.803174,35.709577
11697,green,139.658514,35.611816
11698,green,139.590530,35.724378
11699,green,139.676861,35.666035
11700,green,139.848292,35.752888
11701,green,139.807760,35.688537
11702,green,139.798756,35.697291
11703,green,139.806568,35.741334
11704,green,139.806568,35.741334
11705,green,139.679012,35.767045
11706,green,139.743604,35.562543
11707,green,139.747864,35.713136
11708,green,139.812339,35.768519
11709,green,139.735197,35.778244
11710,green,139.885369,35.744189
11711,green,139.741945,35.709312
11712,green,139.644787,35.766462
11713,green,139.723803,35.776474
11714,green,139.822903,35.672862
11715,green,139.782238,35.741607
11716,green,139.738630,35.614080
11717,green,139.795128,35.772921
11718,green,139.741333,35.653812
11719,green,139.786319,35.747448
11720,green,139.806156,35.706926
11721,green,139.717233,35.597924
11722,green,139.729794,35.707939
11723,green,139.870315,35.764145
11724,green,139.869077,35.770763
11725,green,139.850309,35.765188
11726,green,139.810429,35.763981
11727,green,139.704060,35.741459
11728,green,139.720232,35.741018
11729,green,139.753836,35.644311
11730,green,139.649523,35.618809
11731,green,139.732339,35.702518
11732,green,139.718439,35.631726
11733,green,139.667698,35.673459
11734,green,139.806568,35.741334
11735,green,139.820340,35.738306
11736,green,139.618024,35.657606
11737,green,139.583399,35.724792
11738,green,139.795661,35.733617
11739,green,139.816591,35.667140
11740,green,139.704471,35.606942
11741,green,139.765458,35.708893
11742,green,139.658269,35.634776
11743,green,139.675597,35.624884
11744,green,139.704677,35.735600
11745,green,139.720619,35.780738
11746,green,139.694175,35.603044
11747,green,139.734492,35.626603
11748,green,139.807742,35.769019
11749,green,139.730370,35.743234
11750,green,139.632639,35.614595
11751,green,139.715675,35.636363
11752,green,139.715675,35.636363
11753,green,139.706779,35.772514
11754,green,139.620582,35.624982
11755,green,139.636184,35.612077
11756,green,139.638587,35.772718
11757,green,139.729791,35.645460
11758,green,139.723803,35.776474
11759,green,139.747836,35.643973
11760,green,139.622105,35.701628
11761,green,139.706066,35.675858
11762,green,139.728198,35.700056
11763,green,139.720188,35.646420
11764,green,139.647523,35.732712
11765,green,139.647523,35.732712
11766,green,139.647523,35.732712
11767,green,139.627329,35.629890
11768,green,139.656711,35.620303
11769,green,139.698743,35.685535
